Distance_mi,Temperature_F,Wind_Chill_F,Humidity,Pressure_in,Visibility_mi,Wind_Speed_mph,Precipitation_in,HighLowSeverity
0.18,78,78,27,25.65,10,3,0,0
0.829,77,77,58,29.14,10,6,0,0
0.277,86,86,61,29.31,10,12,0,0
0.074,62,62,46,30.12,10,5,0,0
0.033,43,43,49,30.23,10,0,0,0
0.213,39,39,100,29.83,10,0,0,0
0.01,74,74,53,29.69,10,3,0,0
0.273,38,30,65,29.39,10,13,0,0
0.646,65,65,54,29.93,10,9,0,0
0.045,59,59,38,29.74,10,17,0,0
1.345,30,21,82,25.23,9,12,0,0
0.203,82,82,62,29.27,10,8,0,0
0.27,80,80,60,29.94,10,7,0,0
0.042,48,44,61,30.17,10,9,0,0
0.015,84,84,58,27.24,10,0,0,0
0.033,70,70,73,29.08,10,12,0,0
0.811,64,64,83,29.95,10,6,0,0
0.601,20,20,96,28.77,4,3,0,0
0.655,67,67,54,29.94,10,10,0,0
0.372,69,69,39,30.02,10,12,0,0
0.552,83,83,53,29.27,10,16,0,0
1.987,41,36,86,29.92,10,8,0,0
0.724,75,75,96,29.95,4,3,0,0
1.431,63,63,56,30.12,10,9,0,0
0.089,82,82,85,30.13,10,5,0,0
1.83,34,26,85,26.02,5,10,0,0
0.023,69,69,29,29.89,10,10,0,0
0.288,72,72,55,30.13,10,5,0,0
0.236,43,35,47,29.64,10,17,0,0
0.93,74,74,55,29.98,10,5,0,0
0.953,72,72,94,29.88,2,8,0,0
1.123,57,57,67,29.85,10,3,0,0
0.76,84,84,93,30.12,10,13,0,0
0.037,67,67,66,29.93,7,7,0,0
0.481,46,46,93,29.44,7,0,0,0
3.825,48,45,22,29.95,10,8,0,0
0.279,69,69,96,30.01,0.5,6,0,0
0.052,45,45,31,29.75,10,3,0,0
0.08,74,74,34,29.86,10,8,0,0
0.219,90,90,55,29.49,10,8,0,0
0.76,73,73,64,28.65,10,5,0,0
1.023,65,65,68,25.68,5,5,0.02,0
0.253,77,77,66,30.1,10,13,0,0
0.949,82,82,52,29.55,10,6,0,0
0.452,82,82,42,29.91,10,7,0,0
1.494,88,88,51,29.61,10,5,0,0
0.141,80,80,62,29.11,10,9,0,0
0.02,85,85,57,29.3,10,6,0,0
0.133,34,34,70,27.98,10,3,0,0
0.067,56,56,57,29.88,9,7,0,0
1.371,57,57,89,29.09,6,0,0,0
0.094,80,80,64,30.03,10,9,0,0
8.681,83,83,74,29.8,10,5,0,0
0.126,47,43,63,29.59,10,8,0,0
2.195,52,52,86,30.03,10,9,0,0
1.532,80,80,85,29.95,10,8,0,0
0.242,82,82,88,30.01,10,0,0,0
1.24,70,70,57,29.79,8,5,0,0
2.059,86,86,57,29.41,10,3,0,0
0.054,91,91,40,29.88,10,3,0,0
9.505,36,31,70,26.02,10,6,0,0
0.066,74,74,27,25.73,10,5,0,0
0.03,78,78,68,29.32,10,8,0,0
0.326,60,60,55,30.01,6,6,0,0
0.113,39,34,89,30.17,10,6,0.01,0
0.023,101,101,9,29.38,9,9,0,0
0.311,37,37,86,30.32,10,0,0,0
1.548,52,52,83,29,4,9,0.09,0
0.249,75,75,61,29.78,10,8,0,0
3.07,33.1,21.2,89,29.4,0.8,20.7,0.04,1
0.062,76,76,67,30.1,10,16,0,0
0.139,51,51,77,30.12,10,6,0,0
0.263,93,93,11,26.32,3,8,0,0
1.601,40,36,79,30.15,10,6,0,0
0.938,38,30,35,30.11,10,14,0,0
0.121,56,56,93,30.03,1,0,0,0
4.516,46,46,66,25.51,10,3,0,0
0.161,81,81,82,30.04,6,6,0,0
0.019,64,64,75,29.92,10,5,0,0
6.693,79,79,94,29.75,10,9,0,0
0.797,81,81,7,26.99,10,14,0,0
0.182,61,61,90,30.13,5,0,0.01,0
0.675,36,36,100,29.5,4,0,0,0
2.94,90,90,46,29.01,10,7,0,0
1.643,86,86,32,29.77,10,9,0,0
0.127,79,79,90,30.03,10,0,0,0
0.842,61,61,93,29.22,10,10,0,0
0.124,85,85,59,29.97,10,10,0,0
0.114,49,47,83,28.92,10,5,0,0
0.264,74,74,91,30.03,10,9,0,0
2.016,57,57,72,29.73,15,0,0,0
1.258,74,74,97,29.89,10,3,0,0
4.396,27,13,81,28.34,2,21,0,0
0.085,64,64,95,29.04,10,6,0,0
0.111,61,61,42,30.11,10,0,0,0
0.764,94,94,13,24.98,10,16,0,0
0.916,67,67,47,26.38,9,5,0.01,0
0.118,65,65,81,30.01,4,5,0,0
2.332,86,86,11,27.02,9,17,0,0
0.278,43,40,97,29.85,3,5,0,0
0.876,62,62,70,28.47,10,5,0,0
0.136,78,78,79,30,10,5,0,0
2.9,68,68,17,28.84,10,0,0,0
0.097,66,66,70,30.12,10,5,0,0
1.187,78,78,81,29.99,10,7,0,0
0.579,73,73,93,30.1,7,0,0,0
0.009,53,53,89,28.34,4,8,0.05,0
0.014,64,64,46,29.78,10,0,0,0
1.306,78,78,96,29.96,10,5,0,0
0.143,87,87,63,29.84,10,16,0,0
0.216,83,83,85,30,10,3,0,0
0.132,85,85,65,29.88,10,3,0,0
0.063,64,64,78,29.39,10,14,0,0
0.148,74,74,97,30.05,10,0,0.03,0
0.078,88,88,63,30.05,10,15,0,0
0.22,77,77,42,30.05,10,12,0,0
0.13,61,61,97,29.92,1,3,0.01,0
0.073,39,33,60,29.23,10,8,0,0
0.007,59,59,55,30.08,10,6,0,0
0.09,76,76,79,29.69,10,5,0,0
0.454,67,67,84,28.67,10,14,0,0
1.258,58,58,91,29.48,10,10,0.04,0
0.118,70,70,83,29.3,10,10,0,0
0.084,71,71,78,29.33,10,7,0,0
1.616,51,51,89,29.2,5,8,0,0
0.778,77,77,60,29.8,10,6,0,0
1.959,68,68,87,29.8,6,17,0.12,0
0.295,71,71,41,29.19,10,10,0,0
0.069,69,69,63,29.71,10,6,0,0
0.082,68,68,37,26.99,8,14,0,0
0.681,75,75,94,29.83,10,0,0,0
0.866,73,73,93,29.87,10,3,0,0
0.72,66,66,63,29.65,10,12,0,0
1.063,60,60,31,26.91,10,5,0,0
0.107,54,54,62,28.79,7,0,0,0
0.101,79,79,66,30.08,10,12,0,0
0.456,63,63,88,29.59,10,6,0,0
0.379,71,71,75,30.08,10,7,0,0
0.167,89,89,61,29.87,10,7,0,0
0.217,81,81,39,29.7,10,0,0,0
0.445,95,95,46,29.88,10,12,0,0
3.794,55,55,57,29.16,10,0,0,0
1.755,70,70,76,29.83,8,0,0,0
0.202,82,82,58,29.98,10,7,0,0
2.699,57,57,62,29.9,10,0,0,0
0.486,48,45,86,29.84,9,6,0,0
0.502,79,79,28,26.95,10,5,0,0
0.965,86,86,58,29.98,7,9,0,0
0.042,64,64,75,29.96,10,6,0,0
0.197,80,80,81,29.95,10,0,0,0
4.689,39,39,89,29.52,10,3,0,0
0.004,56,56,90,30.04,4,0,0,0
0.11,65,65,48,29.82,10,14,0,0
1.841,65,65,84,28.02,10,3,0,0
0.475,37,37,75,30.06,10,0,0,0
0.182,83,83,69,29.17,10,9,0,0
0.419,78,78,50,30.07,10,12,0,0
0.127,46,46,83,30.12,10,3,0,0
0.057,63,63,41,29.33,10,10,0,0
0.937,46,40,30,30.35,10,14,0,0
0.562,71,71,55,29.21,10,7,0,0
0.231,69,69,93,29.79,10,5,0,0
0.623,60,60,93,28.95,3,6,0.08,0
0.531,91,91,34,28.81,10,10,0,0
0.209,70,70,61,30.03,10,5,0,0
2.522,50,50,22,26.06,10,24,0,0
0.67,77,77,89,30.06,10,3,0,0
0.09,61,61,90,29.87,10,8,0,0
2.232,59,59,96,29.68,8,0,0,0
0.03,44,40,30,29.53,10,8,0,0
1.178,78,78,81,29.06,10,8,0,0
0.217,76,76,69,30.13,10,3,0,0
0.267,81,81,62,29.85,10,6,0,0
0.545,76,76,54,29.28,10,14,0,0
0.374,52,52,100,29.46,1,7,0,0
0.515,45,45,48,30.3,10,3,0,0
0.017,79,79,57,29.41,10,17,0,0
0.119,87,87,29,29.77,10,6,0,0
0.148,38,38,83,25.99,5,0,0,0
0.231,60,60,81,29.99,10,0,0,0
2.299,45,40,74,29.65,10,9,0,0
0.297,81,81,52,29.24,10,12,0,0
2.743,24,24,84,27.06,10,0,0,0
0.086,74,74,40,29.15,10,8,0,0
0.347,51,51,77,30.04,10,5,0,0
0.732,78,78,48,28.96,10,5,0,0
0.198,88,88,61,30,10,14,0,0
1.118,52,52,50,29.77,10,10,0,0
0.058,64,64,60,29.92,10,17,0,0
1.471,55,55,62,29.94,10,12,0,0
0.267,51,51,77,30.1,10,0,0,0
0.268,42,42,85,30.06,10,0,0,0
1.608,42,42,58,29.69,10,3,0,0
0.585,41,38,45,29.82,10,5,0,1
0.082,63,63,72,30.02,10,7,0,0
0.627,68,68,100,30,2,9,0.02,0
0.499,55,55,86,29.79,8,5,0,0
1.02,31,23,72,29.11,10,8,0,0
0.079,55,55,64,29.55,3,0,0,0
0.882,61,61,87,29.85,10,6,0.02,0
0.708,32,25,52,29.69,10,8,0,0
0.577,40,40,68,30.6,10,0,0,1
0.096,81,81,67,29.94,10,12,0,0
0.101,93,93,47,29.91,10,8,0,0
0.031,70,70,90,29.42,7,6,0,0
0.081,76,76,20,29.87,10,0,0,0
0.695,39,34,70,29.23,10,7,0,0
0.959,64,64,64,28.64,10,0,0,0
0.022,55,55,88,29.86,10,0,0,0
0.992,70,70,71,29.9,10,10,0,0
1.12,70,70,90,29.31,1,9,0,0
0.322,77,77,74,29.52,9,0,0,0
1.083,44,37,45,29.46,10,14,0,0
0.413,72,72,84,29.04,10,6,0,0
0.284,88,88,63,29.77,10,15,0,0
2.237,44,36,82,29.1,10,18,0,0
3.468,82,82,69,29.93,10,7,0,0
0.134,96,96,17,29.2,4,13,0,0
1.105,54,54,94,29.91,8,0,0,0
0.696,55,55,96,30.03,8,0,0,1
0.064,77,77,54,29.03,10,13,0,0
0.154,63,63,33,25.21,10,6,0,0
0.188,65,65,81,30.1,10,3,0,0
0.151,87,87,63,29.91,10,12,0,0
1.263,82,82,66,30.04,10,3,0,0
0.088,56,56,97,29.99,2,5,0,0
0.033,76,76,85,29.61,10,8,0,0
0.113,102,102,19,29.53,10,7,0,0
0.049,61,61,77,29.1,10,3,0,0
0.824,87,87,48,28.32,10,5,0,0
0.169,53,53,50,29.43,10,0,0,0
0.954,58,58,90,29.79,3,0,0,0
3.905,61,61,77,29.94,9,5,0,0
0.051,78,78,57,29.13,10,5,0,0
0.04,41,32,93,29.09,10,21,0.02,0
1.404,56,56,60,29.74,10,0,0,0
0.167,77,77,58,30.03,10,6,0,0
4.154,50,50,96,29.66,1,0,0.07,0
0.057,50,50,83,29.59,10,3,0,0
0.79,64,64,56,29.87,10,9,0,0
1.333,89,89,53,29.89,10,3,0,0
0.863,37,31,93,29.53,2,9,0,0
0.925,70,70,90,29.12,5,0,0.01,0
0.092,50,50,28,29.86,10,0,0,0
1.699,87,87,37,29.03,10,6,0,0
0.026,58,58,100,29.71,10,5,0.01,0
0.037,90,90,31,29.77,6,0,0,0
1.39,86,86,70,30.02,10,8,0,0
0.051,49,49,46,28.82,10,3,0,0
0.204,75,75,66,29.83,10,13,0,0
0.026,68,68,30,29.88,10,13,0,0
2.024,48,48,36,29.61,10,0,0,0
2.504,67,67,57,29.77,10,10,0,0
0.155,35.1,29.3,85,30.13,8,6.9,0,1
1.222,47,43,36,26.25,10,8,0,0
0.764,62,62,78,29.07,10,3,0,0
0.067,50,50,39,29,10,3,0,0
0.047,34,34,97,29.76,10,0,0,0
0.014,49,43,66,29.75,10,15,0,0
0.592,46,44.8,100,29.86,10,3.5,0.03,0
0.793,61,61,83,29.69,10,0,0,0
0.454,91,91,24,24.81,10,5,0,0
4.794,48,43,42,26.92,10,10,0,0
0.428,78,78,84,29.9,10,0,0,0
0.287,48,44,89,29.85,10,9,0,0
0.034,82,82,79,29.89,10,3,0,0
6.572,51,51,50,29.67,10,3,0,0
6.588,85,85,59,29.49,10,5,0,0
4.232,74,74,92,29.86,10,6,0,1
0.026,55,55,21,27.19,10,12,0,0
0.174,52,52,93,28.89,10,3,0,0
0.812,60,60,80,30.02,10,3,0,0
0.495,77,77,42,29.94,10,9,0,0
0.127,71,71,61,30.16,10,8,0,0
1.526,91,91,18,28.6,6,15,0,0
0.399,67,67,27,28.57,10,10,0,0
0.054,67,67,66,30.03,10,8,0,0
0.149,95,95,31,29.86,10,10,0,0
1.47,57,57,88,29.05,10,10,0,0
0.64,65,65,78,29.93,10,6,0,0
0.019,48,48,71,30,7,0,0,0
0.867,74,74,62,29.85,10,8,0,0
0.528,56,56,46,29.64,10,17,0,1
0.223,65,65,28,29.94,10,5,0,0
0.196,71,71,90,30.11,10,7,0,0
1.431,80,80,38,29.38,10,10,0,0
0.959,81,81,79,29.87,10,8,0,0
0.572,41,41,67,29.79,10,3,0,0
0.071,50,50,74,29.34,10,0,0,0
3.451,66,66,60,29.93,5,3,0,0
0.964,81,81,74,28.81,10,0,0,0
0.613,35,27,44,29.88,10,10,0,0
0.599,72,72,68,29.64,10,12,0,0
0.284,72,72,93,29.87,10,6,0,0
1.247,42,39,29,30.34,10,5,0,0
1.758,8,8,80,25.91,10,3,0,0
0.257,73,73,64,30.13,10,9,0,0
0.282,77,77,54,29.67,10,7,0,0
0.15,56,56,60,29.12,10,12,0,0
0.093,77,77,94,29.85,10,5,0.03,0
0.279,100,100,10,29.19,5,0,0,0
0.234,70,70,100,28.81,4,0,0,0
2.402,33,33,92,28.94,8,0,0,0
3.374,70,70,17,24.43,10,6,0,0
0.194,73,73,100,29.38,0.75,15,0.04,0
1.383,59,59,67,29.84,10,13,0,0
5.852,85,85,71,30.15,10,6,0,0
0.048,63,63,88,29.96,4,5,0,0
1.184,79,79,34,28.73,6,0,0,0
1.169,82,82,67,30.1,10,8,0,0
0.558,73,73,41,28.7,10,8,0,0
0.178,79,79,28,29.95,10,5,0,0
0.571,65,65,36,29.9,10,6,0,0
0.126,74,74,91,30.04,10,5,0,0
0.159,70,70,61,29.87,10,6,0,0
0.984,46,46,68,30.28,10,0,0,0
0.719,71,71,38,30.03,10,3,0,0
0.131,65,65,68,29.8,3,5,0,0
3.005,43,40,83,30.08,10,5,0,0
0.614,48,45,34,26.64,10,7,0,1
0.008,42,38,82,29.65,10,6,0,0
3.35,68,68,76,29.58,10,0,0,0
2.384,83,83,82,29.92,10,8,0,0
0.155,76,76,58,30.09,10,12,0,0
0.019,67,67,93,29.19,10,0,0,0
0.274,86,86,70,30.02,10,5,0,0
1.723,65,65,47,29.23,10,0,0,0
0.186,53,53,96,30.04,0,0,0,0
0.035,75,75,43,29.22,10,5,0,0
0.168,52,52,37,29.66,10,0,0,0
0.195,77,77,58,30.02,10,8,0,0
0.911,41,35,79,29.52,10,9,0,0
0.099,78,78,60,29.61,10,3,0,0
0.043,97,97,40,29.74,10,8,0,0
1.504,67,67,87,29.17,4,3,0,0
0.074,69,69,61,29.71,9,10,0,0
0.251,72,72,83,30.14,10,6,0,0
0.069,86,86,29,29.33,10,6,0,0
1.377,59,59,49,29.92,10,0,0,0
0.088,41,41,89,30.05,10,3,0,0
0.193,74,74,59,29.9,10,16,0,0
0.378,41,41,47,29.76,10,0,0,0
0.173,72,72,25,26.82,10,0,0,0
0.006,73,73,55,29.16,10,13,0,0
0.65,68,68,64,29.65,40,12,0,0
1.045,77,77,42,29.54,10,9,0,0
0.403,71,71,93,29.53,4,5,0,0
0.008,69,69,31,29.73,10,20,0,0
0.054,55,55,53,30.17,10,5,0,0
1.041,53,53,93,28.88,1,0,0.13,0
0.534,52,52,59,29.24,10,0,0,0
0.023,77,77,90,29.96,10,0,0,0
0.082,30,25,69,24.68,10,5,0,0
0.099,59,59,100,29.85,0,0,0,0
0.037,62,62,67,30.14,10,8,0,0
0.197,86,86,59,30.07,10,16,0,0
0.441,59,59,75,29.6,10,24,0.05,0
2.566,76,76,85,29.53,10,3,0,0
0.964,74,74,45,29.47,10,8,0,0
0.183,91,91,60,30.06,10,9,0,0
0.993,72,72,49,29.87,10,14,0,0
0.682,46,41.9,79,29.86,2.5,8.1,0.2,0
0.72,83,83,47,29.98,10,18,0,0
0.235,74,74,73,29.27,10,0,0,0
3.782,61,61,42,29.8,10,7,0,0
0.088,72,72,37,30,10,6,0,0
1.282,53,53,80,29.25,3,0,0,0
0.062,78,78,56,29.76,10,14,0,0
0.127,77,77,82,30.04,10,3,0,0
0.041,60,60,67,29.08,10,0,0,0
0.383,73,73,50,29.46,10,0,0,1
2.511,63,63,75,30.22,10,3,0,0
0.252,72,72,53,28.5,10,0,0,0
0.726,61,61,97,29.92,1,3,0.01,0
0.151,71,71,63,30.04,10,9,0,0
1.481,55,55,74,29.98,10,0,0,0
1.12,42,36,92,29.32,7,10,0.01,0
0.12,81,81,54,29.91,10,6,0,0
0.125,84,84,47,29.93,10,10,0,0
0.014,76,76,94,29.62,10,6,0.05,0
1.506,68,68,35,29.15,10,6,0,0
0.581,96,96,10,29.28,10,12,0,0
0.074,59,59,82,29.54,10,3,0,0
4.898,57,57,94,28.35,3,5,0,0
1.041,39,34,45,29.63,10,8,0,0
0.067,69,69,86,30.08,10,5,0,0
13.391,78,78,90,29.65,10,0,0,0
0.009,79,79,56,30.09,10,0,0,0
0.786,52,52,13,20.85,10,14,0,0
0.106,61,61,81,30.36,10,14,0,0
5.975,31,19,85,29.75,0.75,20,0,0
0.306,61,61,60,30.11,10,5,0,0
0.501,61,61,82,29.96,10,7,0,0
0.032,30,22.4,88,29.75,9,8.1,0,0
0.994,76,76,62,29.86,10,8,0,0
0.906,53,53,64,29.94,10,3,0,0
2.951,54,54,60,29.57,10,7,0,0
1.748,85,85,21,29.77,10,12,0,0
0.192,20,20,44,29.59,10,3,0,0
0.262,78,78,68,29.08,10,10,0,0
0.984,67,67,47,30.21,10,8,0,0
0.038,66,66,81,29.71,10,0,0,0
0.045,71,71,44,29.99,10,7,0,0
0.09,78,78,74,30.02,10,5,0,0
0.2,76,76,94,30.04,10,0,0,0
1.038,74,74,29,29.25,10,3,0,0
1.748,76,76,76,30.02,10,14,0,0
0.62,45,38,39,29.03,10,13,0,0
0.059,68,68,47,29.92,10,9,0,0
1.256,32,24.2,96,30.14,2,9.2,0.01,1
0.295,88,88,19,29.78,6,5,0,0
0.681,59,59,83,29.93,9,3,0,0
1.736,73,73,42,30.18,10,13,0,0
0.163,60,60,83,30.18,10,8,0,0
0.068,90,90,46,29.46,10,3,0,0
0.056,68,68,79,29.66,10,3,0,1
1.421,44,44,100,30.18,0.5,0,0,0
0.025,26,16,66,25.67,10,10,0,0
0.287,66,66,70,30,10,6,0,0
0.278,84,84,72,30.13,10,8,0,0
0.563,88,88,59,29.91,10,9,0,0
0.019,70,70,73,30.08,10,6,0,0
1.765,83,83,46,29.29,10,18,0,0
0.142,76,76,94,29.96,8,5,0,0
0.548,84,84,72,29.92,10,6,0,0
0.153,80,80,67,30.03,10,14,0,0
0.205,82,82,56,29.99,10,0,0,0
0.203,79,79,54,29.28,10,12,0,0
0.735,48,42,63,29.21,10,14,0,0
2.793,77,77,78,30.09,10,9,0,0
0.055,75,75,62,29.13,10,5,0,0
0.226,23,6,40,24.13,10,28,0,0
0.168,37,33,93,29.02,10,5,0,0
0.45,59,59,64,29.59,10,9,0,0
0.384,73,73,100,29.82,10,3,0,0
0.073,63,63,50,29.98,10,7,0,0
0.118,98,98,19,29.41,10,8,0,0
3.219,85,85,72,29.86,10,5,0,0
0.038,32,32,50,29.86,10,0,0,0
0.062,79,79,84,30.01,10,5,0,0
0.394,71,71,96,29.54,5,7,0.31,0
0.171,46,43,78,29.86,10,7,0,0
0.723,59,59,64,29.99,10,0,0,0
0.496,76,76,18,29.04,10,3,0,0
0.02,79,79,74,30.12,10,17,0,0
0.649,70,70,83,30.11,10,5,0,0
0.064,59,59,82,27.97,10,0,0,0
1.644,74,74,93,30.04,10,0,0,0
0.01,39,39,100,29.53,10,0,0,0
0.051,45,45,61,29.38,10,3,0,0
0.099,42,42,85,29.88,5,3,0,0
0.35,21,21,96,24.74,10,0,0,0
0.702,49,45,35,26.99,10,8,0,0
0.998,89,89,30,29.33,5,15,0,0
0.06,66,66,24,29.55,10,0,0,0
0.237,50,50,57,29.78,10,12,0,0
0.278,54,54,75,29.86,9,3,0,0
0.049,79,79,54,29.64,10,9,0,0
2.903,74,74,26,29.08,10,5,0,0
4.708,24,18,77,29.8,10,5,0,0
1.088,70,70,27,30.34,10,9,0,0
1.034,41,38,21,29.07,10,5,0,0
0.087,49,49,64,29.7,10,3,0,0
3.674,76,76,82,29.41,10,6,0,0
0.629,89,89,52,29.78,10,12,0,0
0.053,75,75,34,29.6,10,14,0,0
0.175,83,83,77,29.98,10,3,0,0
1.046,51,51,65,29.01,10,0,0,0
0.067,50,50,58,27.89,10,0,0,0
0.089,79,79,62,29.77,10,9,0,0
0.2,85,85,65,30.06,10,6,0,0
0.955,78,78,81,29.97,10,6,0,0
6.308,50,50,93,29.25,1,7,0,0
1.699,80,80,56,29.32,10,0,0,0
0.068,91,91,66,30.04,10,14,0,0
0.796,42,37,62,29.77,10,9,0,0
0.196,61,61,94,29.35,7,7,0.05,0
4.814,48,48,80,29.9,10,3,0,0
0.87,60,60,57,29.63,10,8,0,0
0.936,70,70,73,29.92,10,5,0,0
0.197,86,86,72,30.14,10,15,0,0
0.111,73,73,61,29.85,2,0,0,0
0.854,52,52,76,27.56,10,5,0,0
0.976,75,75,89,30.03,0.5,3,0.9,0
0.306,49,45,41,29.64,10,8,0,0
0.015,64,64,83,29.18,10,6,0,1
0.176,32,32,87,29.2,10,0,0,0
0.044,52,52,93,30.15,10,5,0,0
0.022,59,59,72,29,3,5,0,0
1.436,55,55,54,28.82,10,7,0,0
20.841,23,23,88,25.7,4,3,0.06,0
0.34,87,87,61,29.43,10,0,0,0
0.152,82,82,38,29.35,10,5,0,0
0.386,75,75,90,30.13,10,0,0,0
0.352,52,52,65,30.04,10,6,0,0
0.306,61,61,81,28.8,10,10,0,0
0.353,79,79,83,30.04,10,6,0.02,0
0.591,94,94,28,29.82,10,12,0,0
1.197,56,56,72,29.74,10,7,0,0
0.211,68,68,78,29.63,8,0,0,0
0.17,62,62,67,30,10,0,0,0
3.943,76,76,87,28.9,10,0,0,0
0.089,60,60,78,29.71,10,7,0,0
0.775,62,62,75,29.1,10,0,0,0
0.093,76,76,94,30.2,10,0,0.15,0
0.424,73,73,29,29.06,10,7,0,0
0.251,93,93,49,29.97,10,5,0,0
0.262,91,91,50,29.35,10,14,0,0
0.696,58,58,97,29.66,10,6,0.08,0
0.263,36,25,55,30.06,10,20,0,0
0.092,75,75,87,29.88,10,7,0,0
0.075,50,50,100,29.77,0.25,0,0,0
1.205,64,64,75,30.04,9,0,0,0
2.416,66,66,30,27.87,10,8,0,0
0.191,69,69,65,29.11,10,3,0,0
0.041,74,74,30,30.09,10,6,0,0
0.141,63,63,70,30.22,10,0,0,0
0.44,47,45,86,26.41,10,5,0,0
0.01,56,56,77,29.66,10,0,0,0
0.055,64,64,21,29.38,10,18,0,0
0.915,79,79,60,29.88,10,8,0,0
0.189,28,22,72,29.57,10,6,0,0
0.78,63,63,90,29.76,2,9,0.01,0
0.033,72,72,91,29.93,10,0,0,0
0.555,75,75,82,30.16,10,9,0,0
2.073,61,61,83,29.91,6,3,0,0
0.167,41,35,86,29.79,6,10,0.04,1
0.158,70,70,78,30.01,10,7,0,0
0.068,75,75,89,28.64,5,3,0.18,0
0.189,59,59,92,29.49,10,0,0,0
0.973,14,3,80,29.1,1,8,0,0
0.715,45,42,55,28.97,10,6,0,0
0.014,52,52,34,25.8,10,12,0,0
0.202,58,58,93,29.34,10,7,0,0
0.039,64,64,54,29.75,10,0,0,0
0.079,45,40,53,29.21,10,9,0,0
1.329,37,30,89,30.13,10,9,0,0
1.09,5,-12,86,28.31,4,13,0,0
0.253,78,78,54,30.05,10,10,0,0
0.279,30,24.1,88,29.44,4,5.8,0,0
1.699,87,87,39,29.74,10,7,0,0
0.357,89,89,27,29.78,10,6,0,0
3.462,52,52,94,29.44,1,0,0,0
0.766,42,42,65,28.97,10,0,0,0
2.08,43,38,35,28.04,10,8,0,0
0.029,48,45,96,29.82,5,7,0,0
1.869,49,49,83,30.03,10,0,0,0
0.337,32,22,38,29.69,10,14,0,0
0.865,73,73,41,24.52,10,29,0,0
0.077,54,54,59,28.68,10,5,0,0
3.521,27,19,96,29.39,10,7,0,0
0.012,77,77,52,30.08,10,9,0,0
0.079,44,44,93,29.01,10,0,0,0
0.101,67,67,47,30.06,10,9,0,0
3.427,65,65,75,29.94,10,0,0,0
1.124,75,75,33,30.06,10,5,0,0
0.51,64,64,54,29.8,10,3,0,0
0.61,70,70,65,30.18,10,7,0,0
0.23,79,79,60,30,10,8,0,0
0.466,60,60,83,29.78,6,0,0.05,0
0.356,63,63,90,29.95,10,3,0,0
0.221,78,78,76,30.04,10,5,0,0
0.018,65,65,70,29.89,10,5,0,0
0.162,68,68,68,29.87,10,16,0,0
0.091,61,61,70,30.02,7,5,0,0
0.083,52,52,80,29.78,10,9,0.01,0
0.207,87,87,61,30.01,10,13,0,0
0.062,-1,-1,66,28.94,10,3,0,0
0.304,77,77,100,30,10,5,0,0
2.184,76,76,22,29.55,10,12,0,0
0.061,75,75,28,29.61,10,0,0,1
0.852,73,73,64,29.77,10,8,0,0
0.073,76,76,64,30.12,10,10,0,0
3.438,69,69,87,29.72,8,0,0,0
0.319,76,76,64,29.72,10,12,0,0
0.08,71,71,53,30.01,10,21,0,0
0.056,53,53,93,29.42,10,0,0,0
0.53,79,79,82,30.03,7,10,0,0
0.284,80,80,58,27.56,10,5,0,0
0.698,54,54,97,29.28,1,0,0,0
1.863,63,63,58,29.3,10,3,0,0
4.733,27,27,78,24.92,10,0,0,0
0.802,87,87,33,29.52,10,0,0,0
0.006,64,64,90,30.02,10,8,0,0
0.309,69,69,26,29.21,10,0,0,0
0.301,68,68,50,29.75,10,9,0,0
0.788,91,91,17,28.92,10,0,0,0
0.475,70,70,59,29.83,10,12,0,0
0.394,78,78,76,30.03,10,5,0,0
0.022,66,66,49,28.58,10,0,0,0
0.07,38,38,89,29.68,10,0,0,0
0.468,32,26,69,29.26,10,6,0,0
0.255,84,84,72,30,10,9,0,0
0.103,75,75,87,29.81,10,7,0.01,0
1.647,52,52,93,29.97,10,0,0,0
0.021,77,77,100,29.89,2,3,0,0
0.012,53,53,30,29.38,10,13,0,0
2.796,96,96,44,29.99,10,9,0,0
0.049,66,66,94,28.62,10,6,0,0
0.271,57,57,81,29.32,10,0,0,0
0.711,49,46,20,29.06,10,7,0,0
0.409,75,75,37,29.53,10,0,0,0
1.809,61,61,93,30,5,3,0,0
0.006,61,61,93,28.82,10,0,0,0
0.826,91,91,25,29.7,10,14,0,0
0.828,85,85,67,29.92,10,9,0,0
0.601,95,95,19,29.54,9,9,0,0
0.133,74,74,34,29.73,9,5,0,0
0.037,81,81,82,30.03,10,3,0,0
0.264,72,72,91,29.53,1,22,0.29,0
0.057,59,59,75,29.62,10,8,0,0
1.087,50,50,36,28.85,10,3,0,0
0.118,62,62,80,29.79,10,3,0,0
0.426,50,50,54,29.45,10,5,0,0
1.566,71,71,75,29.85,10,0,0,0
0.622,46,41,100,29.51,2,10.4,0,1
0.301,77,77,74,30.03,10,3,0,0
0.215,33.1,30,92,30.05,1,3.5,0.01,0
0.156,63,63,89,29.96,10,0,0,0
1.242,72,72,37,29.55,10,12,0,0
1.019,30,22,85,29.43,2,9,0,0
0.219,80,80,87,29.92,9,10,0,0
0.338,74,74,57,29.93,10,7,0,1
0.11,80,80,60,29.94,10,7,0,0
0.276,83,83,74,29.91,10,6,0,0
0.27,82,82,52,29.1,10,7,0,0
0.034,89,89,57,29.21,10,6,0,0
